keyFieldSize,nonKeyFieldSize,numOfFixedLengthField,numOfVarLengthField,numOfRows,timePerRow
22,81,6,3,1,0.23534
22,81,4,5,1,0.2458
24,134,9,4,1,0.8108900000000004
24,134,9,4,1,0.73551
24,134,6,7,1,0.6808500000000001
24,134,8,5,1,0.6918199999999999
24,134,5,8,1,0.8252900000000001
24,134,6,7,1,0.6685199999999996
24,134,7,6,1,0.6808099999999999
24,134,7,6,1,0.6927799999999997
24,134,4,9,1,0.7357399999999998
24,134,6,7,1,0.7186000000000005
24,110,11,2,1,0.71956
24,110,7,6,1,0.7891199999999996
24,110,8,5,1,0.7451500000000002
24,110,8,5,1,0.7262400000000001
24,110,8,5,1,0.8067699999999999
24,110,8,5,1,0.7660399999999998
24,110,9,4,1,0.7560500000000002
24,110,9,4,1,0.8248200000000001
24,110,7,6,1,0.85208
24,110,5,8,1,0.7643400000000002
24,92,7,6,1,0.3059999999999999
24,92,5,8,1,0.30834999999999996
24,92,6,7,1,0.2933799999999999
24,92,5,8,1,0.3126300000000001
24,92,7,6,1,0.3267799999999999
24,92,6,7,1,0.29577000000000003
24,92,8,5,1,0.30055
24,92,4,9,1,0.3004000000000001
24,92,5,8,1,0.30643999999999993
24,92,6,7,1,0.29884
22,153,6,8,1,0.85694
22,153,7,7,1,0.74958
22,153,6,8,1,0.76047
22,153,8,6,1,0.8145100000000001
22,153,3,11,1,0.8389399999999998
22,153,6,8,1,0.7448800000000001
22,153,6,8,1,0.7933200000000002
22,153,3,11,1,0.8147500000000002
22,153,9,5,1,0.7410799999999998
22,153,6,8,1,0.7494400000000002
24,0,3,1,1,0.15341999999999995
24,0,2,2,1,0.14559999999999998
24,0,3,1,1,0.15408999999999995
24,0,2,2,1,0.15556999999999996
24,0,3,1,1,0.15193
24,0,2,2,1,0.15166000000000002
24,0,0,4,1,0.14821
24,0,1,3,1,0.14748000000000008
24,0,2,2,1,0.15661
24,0,3,1,1,0.14282
28,0,2,2,1,0.15578999999999996
28,0,4,0,1,0.15389999999999995
28,0,1,3,1,0.15897000000000006
28,0,0,4,1,0.14447
28,0,1,3,1,0.16084000000000004
28,0,2,2,1,0.13825999999999997
28,0,1,3,1,0.12668000000000007
28,0,1,3,1,0.14424999999999996
28,0,2,2,1,0.16471
28,0,2,2,1,0.15792999999999996
26,53,5,3,1,0.23006000000000004
26,53,4,4,1,0.2266400000000001
26,53,2,6,1,0.28128
26,53,4,4,1,0.23780999999999997
26,53,4,4,1,0.2721699999999998
26,53,8,0,1,0.24157
26,53,4,4,1,0.23981999999999992
26,53,4,4,1,0.24145
26,53,3,5,1,0.22001
26,53,6,2,1,0.21208000000000013
21,41,7,2,1,0.24673000000000006
21,41,3,6,1,0.22291999999999995
21,41,5,4,1,0.22912000000000007
21,41,5,4,1,0.23573
21,41,7,2,1,0.24159999999999987
21,41,5,4,1,0.2769500000000001
21,41,3,6,1,0.23357000000000006
21,41,3,6,1,0.23552
21,41,4,5,1,0.24297999999999997
21,41,1,8,1,0.23275999999999997
22,110,10,3,1,0.35770999999999986
22,110,3,10,1,0.30173
22,110,5,8,1,0.31361
22,110,4,9,1,0.30400999999999995
22,110,6,7,1,0.3109500000000001
22,110,4,9,1,0.30234000000000005
22,110,7,6,1,0.29761000000000004
22,110,6,7,1,0.3347500000000001
22,110,5,8,1,0.31338
22,110,4,9,1,0.33943999999999974
22,19,0,5,1,0.18665000000000004
22,19,2,3,1,0.1690899999999999
22,19,3,2,1,0.17367000000000002
22,19,2,3,1,0.17093999999999995
22,19,1,4,1,0.16715000000000002
22,19,3,2,1,0.16638000000000006
22,19,3,2,1,0.19699999999999998
22,19,4,1,1,0.18966999999999992
22,19,3,2,1,0.17425999999999997
22,19,3,2,1,0.16813999999999996
21,153,7,7,1,0.8264899999999997
21,153,7,7,1,0.79982
21,153,2,12,1,0.8162599999999999
21,153,10,4,1,0.70221
21,153,7,7,1,0.7965099999999997
21,153,9,5,1,0.8148799999999998
21,153,4,10,1,0.8116300000000001
21,153,10,4,1,0.7739999999999999
21,153,5,9,1,0.90624
21,153,6,8,1,0.7999799999999996
20,56,6,3,1,0.22624000000000002
20,56,4,5,1,0.2540700000000001
20,56,6,3,1,0.23495999999999997
20,56,3,6,1,0.22920000000000004
20,56,4,5,1,0.24804000000000012
20,56,4,5,1,0.22334999999999994
20,56,7,2,1,0.24457000000000012
20,56,4,5,1,0.23837000000000008
20,56,3,6,1,0.23334000000000002
20,56,6,3,1,0.23521999999999987
18,20,4,1,1,0.16071999999999995
18,20,4,1,1,0.16265999999999992
18,20,4,1,1,0.16644000000000003
18,20,2,3,1,0.15477
18,20,2,3,1,0.1787100000000001
18,20,4,1,1,0.16843999999999995
18,20,3,2,1,0.17887
18,20,3,2,1,0.18324
18,20,3,2,1,0.18087999999999999
18,20,2,3,1,0.17089000000000001
30,43,4,3,1,0.20693999999999999
30,43,4,3,1,0.22133000000000003
30,43,2,5,1,0.20518000000000008
30,43,2,5,1,0.21142999999999998
30,43,2,5,1,0.2169
30,43,4,3,1,0.2095599999999999
30,43,2,5,1,0.20494999999999997
30,43,2,5,1,0.20800000000000002
30,43,3,4,1,0.19698999999999994
30,43,4,3,1,0.21711000000000008
22,59,3,4,1,0.57149
22,59,4,3,1,0.5565799999999999
22,59,5,2,1,0.56745
22,59,5,2,1,1.0547599999999997
22,59,5,2,1,0.8775699999999997
22,59,5,2,1,0.60173
22,59,3,4,1,0.6199999999999998
22,59,4,3,1,0.6260599999999998
22,59,3,4,1,0.5749099999999999
22,59,3,4,1,0.5802699999999998
30,94,6,5,1,0.6870199999999997
30,94,7,4,1,0.6706399999999998
30,94,5,6,1,0.7025899999999998
30,94,6,5,1,0.66452
30,94,4,7,1,0.7170399999999999
30,94,4,7,1,0.65999
30,94,8,3,1,0.66635
30,94,8,3,1,0.6683900000000002
30,94,6,5,1,0.66121
30,94,6,5,1,0.6279399999999997
30,48,3,4,1,0.21228000000000002
30,48,4,3,1,0.20701999999999998
30,48,3,4,1,0.20178000000000007
30,48,1,6,1,0.2080200000000001
30,48,1,6,1,0.20059999999999995
30,48,5,2,1,0.20044
30,48,4,3,1,0.20841000000000012
30,48,4,3,1,0.19185999999999998
30,48,3,4,1,0.20467999999999997
30,48,5,2,1,0.21114999999999992
25,94,7,6,1,0.30144000000000004
25,94,8,5,1,0.31019
25,94,8,5,1,0.2906900000000001
25,94,3,10,1,0.31352
25,94,5,8,1,0.30160000000000003
25,94,6,7,1,0.31445000000000006
25,94,7,6,1,0.3299299999999997
25,94,6,7,1,0.30782999999999977
25,94,6,7,1,0.31009000000000003
25,94,6,7,1,0.3156699999999999
20,14,0,6,1,0.18281999999999995
20,14,2,4,1,0.19835999999999993
20,14,3,3,1,0.19021999999999994
20,14,2,4,1,0.19726999999999995
20,14,4,2,1,0.18678999999999996
20,14,2,4,1,0.18889000000000006
20,14,4,2,1,0.19257999999999992
20,14,2,4,1,0.18621999999999997
20,14,2,4,1,0.19824999999999982
20,14,4,2,1,0.18911999999999993
22,156,7,6,1,0.8388200000000003
22,156,9,4,1,0.82926
22,156,9,4,1,0.8902200000000002
22,156,5,8,1,0.8581400000000002
22,156,6,7,1,0.7454900000000001
22,156,5,8,1,0.8381900000000004
22,156,5,8,1,0.7576300000000002
22,156,9,4,1,0.7299500000000001
22,156,5,8,1,1.01087
22,156,8,5,1,0.8999100000000001
27,0,2,2,1,0.15979000000000002
27,0,2,2,1,0.15101000000000006
27,0,2,2,1,0.17784
27,0,1,3,1,0.14208999999999997
27,0,1,3,1,0.1651699999999999
27,0,3,1,1,0.16720000000000002
27,0,4,0,1,0.14147
27,0,2,2,1,0.18327999999999997
27,0,4,0,1,0.16965999999999998
27,0,2,2,1,0.14673000000000003
20,32,4,4,1,0.23535999999999999
20,32,5,3,1,0.23616999999999994
20,32,6,2,1,0.26446000000000003
20,32,3,5,1,0.23738999999999996
20,32,5,3,1,0.23425000000000004
20,32,2,6,1,0.2595700000000002
20,32,3,5,1,0.22825999999999996
20,32,6,2,1,0.22729
20,32,5,3,1,0.22609000000000004
20,32,3,5,1,0.2355900000000001
29,99,6,7,1,1.1182800000000002
29,99,5,8,1,0.79572
29,99,4,9,1,0.7661000000000002
29,99,6,7,1,0.8146300000000002
29,99,4,9,1,0.7647700000000001
29,99,4,9,1,0.8564899999999999
29,99,6,7,1,0.8145
29,99,8,5,1,0.8931700000000002
29,99,9,4,1,0.9573400000000001
29,99,10,3,1,0.7937299999999999
28,46,4,1,1,0.6095800000000002
28,46,3,2,1,0.61481
28,46,2,3,1,0.55637
28,46,1,4,1,0.6081300000000001
28,46,2,3,1,0.6276000000000002
28,46,2,3,1,0.7314499999999998
28,46,1,4,1,0.6391899999999999
28,46,3,2,1,0.6416000000000001
28,46,2,3,1,0.5871899999999998
28,46,4,1,1,0.6039400000000003
23,177,8,8,1,0.7466000000000003
23,177,6,10,1,0.7197799999999998
23,177,9,7,1,0.7213799999999999
23,177,8,8,1,0.7807000000000001
23,177,8,8,1,0.7449799999999998
23,177,6,10,1,0.7565800000000003
23,177,10,6,1,0.7152400000000001
23,177,10,6,1,0.70135
23,177,8,8,1,0.72673
23,177,6,10,1,0.7043800000000003
20,141,7,5,1,0.6406399999999999
20,141,6,6,1,0.6505399999999996
20,141,9,3,1,0.6522900000000001
20,141,4,8,1,0.6533200000000001
20,141,9,3,1,0.73505
20,141,5,7,1,0.6639699999999997
20,141,9,3,1,0.7182699999999999
20,141,5,7,1,0.7295999999999997
20,141,7,5,1,0.6837699999999998
20,141,4,8,1,0.6843899999999998
21,22,3,3,1,0.1992700000000001
21,22,4,2,1,0.20570999999999995
21,22,6,0,1,0.20563000000000003
21,22,2,4,1,0.19073999999999994
21,22,2,4,1,0.18741999999999995
21,22,3,3,1,0.18972999999999995
21,22,1,5,1,0.18645999999999993
21,22,4,2,1,0.18774999999999994
21,22,3,3,1,0.18808999999999998
21,22,3,3,1,0.18720999999999993
28,43,4,4,1,0.21333000000000002
28,43,5,3,1,0.2177
28,43,5,3,1,0.2152599999999999
28,43,2,6,1,0.21048000000000003
28,43,3,5,1,0.21827000000000002
28,43,5,3,1,0.21548
28,43,5,3,1,0.2136500000000001
28,43,3,5,1,0.21298000000000003
28,43,2,6,1,0.21495000000000009
28,43,3,5,1,0.21463
24,68,4,4,1,0.60685
24,68,6,2,1,0.5506299999999997
24,68,3,5,1,0.5513600000000001
24,68,3,5,1,0.6148500000000001
24,68,6,2,1,0.5433499999999999
24,68,4,4,1,0.55029
24,68,2,6,1,0.5435999999999998
24,68,7,1,1,0.5804800000000001
24,68,3,5,1,0.5503799999999999
24,68,3,5,1,0.5498400000000001
23,72,4,3,1,0.5471299999999999
23,72,2,5,1,0.5377399999999998
23,72,3,4,1,0.5651899999999997
23,72,4,3,1,0.5426700000000002
23,72,6,1,1,0.5319899999999999
23,72,5,2,1,0.5338599999999998
23,72,1,6,1,0.5344699999999998
23,72,3,4,1,0.5373199999999999
23,72,3,4,1,0.5431600000000002
23,72,5,2,1,0.5391400000000001
20,115,5,8,1,0.6799200000000001
20,115,5,8,1,0.6739899999999999
20,115,3,10,1,0.72752
20,115,9,4,1,0.66266
20,115,6,7,1,0.6702800000000002
20,115,7,6,1,0.6849999999999998
20,115,4,9,1,0.6595400000000001
20,115,9,4,1,0.71985
20,115,5,8,1,0.6539600000000003
20,115,6,7,1,0.6587399999999998
23,0,1,3,1,0.15586000000000003
23,0,3,1,1,0.15634
23,0,1,3,1,0.15078000000000003
23,0,1,3,1,0.15357999999999994
23,0,2,2,1,0.16191999999999995
23,0,2,2,1,0.15242999999999995
23,0,2,2,1,0.15418999999999997
23,0,2,2,1,0.15305
23,0,3,1,1,0.15189000000000002
23,0,0,4,1,0.14801999999999998
19,48,6,4,1,0.24133999999999997
19,48,4,6,1,0.2419800000000001
19,48,6,4,1,0.24386
19,48,6,4,1,0.2415599999999999
19,48,8,2,1,0.24376999999999996
19,48,5,5,1,0.24785000000000007
19,48,5,5,1,0.21378000000000008
19,48,6,4,1,0.25708000000000003
19,48,7,3,1,0.2684300000000001
19,48,5,5,1,0.26856
30,148,5,9,1,0.7952200000000004
30,148,5,9,1,0.7290800000000001
30,148,7,7,1,0.71266
30,148,8,6,1,0.6733599999999998
30,148,12,2,1,0.6706700000000001
30,148,9,5,1,0.7070299999999999
30,148,4,10,1,0.7048999999999996
30,148,9,5,1,0.71677
30,148,6,8,1,0.6693399999999999
30,148,7,7,1,0.6836800000000001
25,105,6,4,1,0.6075299999999999
25,105,5,5,1,0.57652
25,105,7,3,1,0.5745399999999999
25,105,5,5,1,0.5886600000000001
25,105,5,5,1,0.57818
25,105,2,8,1,0.5941499999999998
25,105,5,5,1,0.5875900000000002
25,105,4,6,1,0.5786399999999999
25,105,7,3,1,0.57154
25,105,5,5,1,0.6003499999999998
20,61,4,6,1,0.24168000000000006
20,61,6,4,1,0.25651
20,61,4,6,1,0.24298000000000008
20,61,5,5,1,0.2481700000000001
20,61,4,6,1,0.2547399999999999
20,61,6,4,1,0.24489
20,61,7,3,1,0.24019000000000015
20,61,6,4,1,0.25292000000000003
20,61,6,4,1,0.23914000000000016
20,61,5,5,1,0.24044999999999994
32,74,2,4,1,0.5253400000000004
32,74,4,2,1,0.5878300000000001
32,74,4,2,1,0.5475499999999999
32,74,3,3,1,0.5715099999999999
32,74,1,5,1,0.5721399999999999
32,74,5,1,1,0.49545000000000017
32,74,4,2,1,0.5502400000000002
32,74,3,3,1,0.5254099999999999
32,74,2,4,1,0.5478899999999999
32,74,2,4,1,0.5324299999999997
26,53,5,4,1,0.22635000000000005
26,53,3,6,1,0.23756
26,53,3,6,1,0.22882000000000016
26,53,1,8,1,0.23767000000000002
26,53,4,5,1,0.22706000000000015
26,53,3,6,1,0.23069000000000006
26,53,2,7,1,0.23360000000000006
26,53,7,2,1,0.23148999999999997
26,53,4,5,1,0.22750000000000012
26,53,4,5,1,0.22976999999999992
24,95,5,5,1,0.5696500000000002
24,95,6,4,1,0.59406
24,95,6,4,1,0.58012
24,95,3,7,1,0.60411
24,95,6,4,1,0.5925100000000001
24,95,7,3,1,0.5880100000000001
24,95,7,3,1,0.5829899999999999
24,95,5,5,1,0.5774800000000001
24,95,4,6,1,0.6008300000000001
24,95,6,4,1,0.6122799999999998
20,41,2,5,1,0.20264000000000004
20,41,3,4,1,0.2052500000000001
20,41,5,2,1,0.19946000000000003
20,41,2,5,1,0.20773000000000008
20,41,2,5,1,0.20215000000000008
20,41,3,4,1,0.21367000000000005
20,41,2,5,1,0.20737000000000005
20,41,4,3,1,0.20292999999999994
20,41,4,3,1,0.20293000000000003
20,41,3,4,1,0.2008000000000001
19,36,5,1,1,0.19206999999999996
19,36,3,3,1,0.19031000000000003
19,36,6,0,1,0.18962
19,36,4,2,1,0.19291999999999998
19,36,3,3,1,0.17881999999999998
19,36,3,3,1,0.18729999999999986
19,36,1,5,1,0.18178999999999995
19,36,3,3,1,0.18356000000000008
19,36,3,3,1,0.17748999999999998
19,36,1,5,1,0.1886900000000001
23,120,6,5,1,0.6178799999999998
23,120,4,7,1,0.6202000000000001
23,120,8,3,1,0.6644200000000003
23,120,5,6,1,0.62669
23,120,4,7,1,0.6394499999999999
23,120,7,4,1,0.6272399999999998
23,120,7,4,1,0.6263299999999999
23,120,7,4,1,0.6114200000000001
23,120,7,4,1,0.5945199999999998
23,120,6,5,1,0.58916
37,82,7,5,1,0.28481999999999985
37,82,6,6,1,0.2809899999999999
37,82,7,5,1,0.28705
37,82,5,7,1,0.2876400000000002
37,82,8,4,1,0.28689999999999993
37,82,7,5,1,0.2772400000000001
37,82,3,9,1,0.28356
37,82,9,3,1,0.27985000000000004
37,82,5,7,1,0.26775000000000004
37,82,7,5,1,0.2723600000000001
24,33,0,8,1,0.21423999999999999
24,33,4,4,1,0.2016000000000001
24,33,4,4,1,0.21875
24,33,5,3,1,0.21539999999999998
24,33,4,4,1,0.21563000000000002
24,33,3,5,1,0.22136000000000003
24,33,6,2,1,0.21728999999999996
24,33,3,5,1,0.21638999999999997
24,33,4,4,1,0.21645
24,33,4,4,1,0.21296999999999996
19,87,7,6,1,0.29207999999999995
19,87,8,5,1,0.29212000000000005
19,87,7,6,1,0.2920499999999999
19,87,4,9,1,0.29617
19,87,6,7,1,0.29150000000000004
19,87,4,9,1,0.2857500000000001
19,87,6,7,1,0.29686999999999997
19,87,6,7,1,0.28862000000000004
19,87,2,11,1,0.3118800000000001
19,87,9,4,1,0.2952099999999999
21,69,5,6,1,0.2617000000000001
21,69,5,6,1,0.25907
21,69,6,5,1,0.25200999999999996
21,69,4,7,1,0.25819
21,69,5,6,1,0.2608399999999999
21,69,3,8,1,0.26047000000000003
21,69,5,6,1,0.2945199999999999
21,69,4,7,1,0.26868
21,69,4,7,1,0.28957
21,69,7,4,1,0.25819000000000003
22,7,3,2,1,0.17739000000000005
22,7,2,3,1,0.18536000000000002
22,7,2,3,1,0.16752
22,7,3,2,1,0.15763
22,7,0,5,1,0.15797
22,7,3,2,1,0.16912000000000002
22,7,2,3,1,0.16781999999999994
22,7,2,3,1,0.16699999999999995
22,7,0,5,1,0.16742
22,7,5,0,1,0.1696
20,21,3,3,1,0.18962
20,21,1,5,1,0.1960000000000001
20,21,4,2,1,0.19155999999999998
20,21,4,2,1,0.18935999999999992
20,21,5,1,1,0.1934100000000001
20,21,5,1,1,0.17897999999999997
20,21,3,3,1,0.18784999999999993
20,21,3,3,1,0.19393000000000002
20,21,3,3,1,0.19101000000000007
20,21,3,3,1,0.1870000000000001
23,51,4,5,1,0.23360000000000003
23,51,5,4,1,0.22929000000000005
23,51,7,2,1,0.22884999999999997
23,51,4,5,1,0.23168
23,51,5,4,1,0.23335000000000009
23,51,2,7,1,0.22999000000000008
23,51,3,6,1,0.23651000000000003
23,51,3,6,1,0.27713000000000015
23,51,8,1,1,0.23056000000000004
23,51,5,4,1,0.23480000000000012
32,21,2,6,1,0.2255700000000001
32,21,3,5,1,0.2302
32,21,4,4,1,0.22021999999999992
32,21,4,4,1,0.22617000000000012
32,21,6,2,1,0.21654000000000004
32,21,6,2,1,0.21578000000000006
32,21,3,5,1,0.21931
32,21,4,4,1,0.21975000000000006
32,21,5,3,1,0.22024999999999997
32,21,4,4,1,0.2207
22,128,5,7,1,0.6969000000000001
22,128,6,6,1,0.6657299999999999
22,128,6,6,1,0.6423599999999997
22,128,7,5,1,0.6488499999999999
22,128,6,6,1,0.69389
22,128,8,4,1,0.6965000000000005
22,128,11,1,1,0.6540900000000002
22,128,6,6,1,0.6462600000000001
