keyFieldSize,nonKeyFieldSize,numOfFixedLengthField,numOfVarLengthField,numOfRows,timePerRow
16,5,1,0,0,95.933
16,5,1,0,0,95.7
16,5,1,0,0,95.677
16,5,1,0,0,96.528
16,5,1,0,0,95.516
16,5,1,0,0,94.974
16,5,1,0,0,95.4
16,5,1,0,0,95.302
16,5,1,0,0,96.241
16,5,1,0,0,95.224
16,5,1,0,0,97.213
16,5,1,0,0,99.805
16,5,1,0,0,95.999
16,5,1,0,0,96.534
16,5,1,0,0,95.484
16,5,1,0,1,93.931
16,5,1,0,0,95.67
16,5,1,0,0,102.761
16,5,1,0,0,94.637
16,5,1,0,0,94.758
16,5,1,0,1,96.274
16,5,1,0,0,100.748
16,5,1,0,0,96.718
16,5,1,0,0,94.699
16,5,1,0,0,100.38
16,5,1,0,1,91.775
16,5,1,0,0,97.382
16,5,1,0,0,98.258
16,5,1,0,0,98.94
16,5,1,0,0,97.379
16,5,1,0,0,97.51
16,5,1,0,0,95.982
16,5,1,0,0,96.415
16,5,1,0,0,94.632
16,5,1,0,0,93.994
16,5,1,0,0,93.337
16,5,1,0,0,95.954
16,5,1,0,0,96.482
16,5,1,0,0,95.884
16,5,1,0,0,94.322
16,5,1,0,0,95.568
16,5,1,0,0,96.062
16,5,1,0,0,95.301
16,5,1,0,0,95.023
16,5,1,0,0,95.212
16,5,1,0,0,95.15
16,5,1,0,0,95.717
16,5,1,0,0,95.395
16,5,1,0,0,95.756
16,5,1,0,0,95.76
16,5,1,0,0,95.861
16,5,1,0,0,96.217
16,5,1,0,1,94.043
16,5,1,0,0,96.645
16,5,1,0,0,95.477
16,5,1,0,0,97.471
16,5,1,0,0,96.787
16,5,1,0,0,95.709
16,5,1,0,0,99.38
16,5,1,0,0,103.185
16,5,1,0,0,100.601
16,5,1,0,0,98.127
16,5,1,0,0,99.949
16,5,1,0,0,95.466
16,5,1,0,0,95.452
16,163,5,6,1,195.025
16,163,5,6,0,190.647
16,163,5,6,0,191.379
16,163,5,6,0,195.231
16,163,5,6,0,187.392
16,163,5,6,0,189.598
16,163,5,6,0,191.193
16,163,5,6,0,191.672
16,163,5,6,0,186.085
16,163,5,6,0,185.936
16,163,5,6,0,202.028
16,163,5,6,0,201.98
16,163,5,6,0,186.806
16,163,5,6,0,197.071
16,163,5,6,0,186.52
16,163,5,6,0,193.613
16,163,5,6,0,188.295
16,163,5,6,1,182.474
16,163,5,6,0,194.408
16,163,5,6,0,192.358
16,163,5,6,0,186.93
16,163,5,6,0,184.827
16,163,5,6,0,183.91
16,163,5,6,0,191.178
16,163,5,6,0,191.636
16,163,5,6,0,200.97
16,163,5,6,0,182.71
16,163,5,6,0,188.602
16,163,5,6,0,185.087
16,163,5,6,1,178.24
16,163,5,6,0,185.488
16,163,5,6,0,188.913
16,163,5,6,0,186.929
16,163,5,6,0,185.742
16,163,5,6,0,187.386
16,163,5,6,0,184.13
16,163,5,6,0,195.424
16,163,5,6,0,193.204
16,163,5,6,0,190.846
16,163,5,6,0,191.728
16,163,5,6,0,191.818
16,163,5,6,0,189.405
16,163,5,6,0,193.225
16,163,5,6,0,187.267
16,163,5,6,0,190.701
16,163,5,6,0,195.456
16,163,5,6,0,194.694
16,163,5,6,0,190.632
16,163,5,6,0,192.066
16,163,5,6,0,203.441
16,163,5,6,0,193.174
16,163,5,6,1,194.235
16,163,5,6,0,198.121
16,163,5,6,0,194.967
16,163,5,6,0,189.091
16,163,5,6,0,193.383
16,163,5,6,0,193.933
16,163,5,6,0,193.897
16,163,5,6,0,189.288
16,163,5,6,0,206.062
16,163,5,6,0,201.967
16,163,5,6,0,210.49
16,163,5,6,1,191.688
16,163,5,6,0,195.322
16,163,5,6,0,195.392
16,163,5,6,0,188.129
16,163,5,6,1,186.884
16,163,5,6,0,194.328
16,163,5,6,1,182.876
16,163,5,6,0,186.887
16,163,5,6,0,200.304
16,163,5,6,0,189.122
16,163,5,6,0,192.806
16,163,5,6,0,201.249
16,163,5,6,0,183.959
16,163,5,6,0,199.859
16,163,5,6,0,197.414
16,163,5,6,0,192.927
16,163,5,6,0,195.153
16,163,5,6,1,192.45
16,163,5,6,0,192.565
16,163,5,6,0,204.085
16,163,5,6,0,205.194
16,163,5,6,0,191.844
16,163,5,6,0,192.284
16,163,5,6,0,189.569
16,163,5,6,0,190.926
16,163,5,6,0,184.215
16,163,5,6,0,183.78
16,163,5,6,0,185.127
16,163,5,6,0,184.744
16,163,5,6,0,188.636
16,163,5,6,0,185.943
16,163,5,6,0,183.964
16,163,5,6,1,181.8
16,163,5,6,0,186.234
16,163,5,6,0,186.86
16,163,5,6,0,184.707
16,163,5,6,0,187.595
16,163,5,6,0,183.601
16,75,3,4,0,152.062
16,75,3,4,0,158.26
16,75,3,4,0,159.262
16,75,3,4,0,153.307
16,75,3,4,0,157.073
16,75,3,4,0,158.724
16,75,3,4,1,144.146
16,75,3,4,1,151.137
16,75,3,4,0,153.153
16,75,3,4,1,148.528
16,75,3,4,0,159.696
16,75,3,4,0,155.3
16,75,3,4,0,149.135
16,75,3,4,0,155.774
16,75,3,4,0,151.365
16,75,3,4,0,152.938
16,75,3,4,0,152.975
16,75,3,4,0,156.66
16,75,3,4,0,151.343
16,75,3,4,0,151.554
16,75,3,4,0,150.154
16,75,3,4,0,147.674
16,75,3,4,0,164.636
16,75,3,4,0,184.576
16,75,3,4,0,155.088
16,75,3,4,0,153.832
16,75,3,4,0,194.091
16,75,3,4,0,167.64
16,75,3,4,0,168.22
16,75,3,4,0,163.313
16,75,3,4,0,164.589
16,75,3,4,0,161.887
16,75,3,4,0,169.623
16,75,3,4,0,170.456
16,75,3,4,0,156.868
16,75,3,4,0,167.858
16,75,3,4,0,162.828
16,75,3,4,0,157.184
16,75,3,4,0,154.442
16,75,3,4,0,161.352
16,75,3,4,0,148.073
16,75,3,4,0,148.047
16,75,3,4,0,159.036
16,75,3,4,0,151.835
16,75,3,4,0,155.523
16,75,3,4,0,152.27
16,75,3,4,0,153.075
16,75,3,4,0,149.223
16,75,3,4,0,173.573
16,75,3,4,0,151.594
16,75,3,4,0,149.999
16,75,3,4,0,149.216
16,75,3,4,0,146.952
16,75,3,4,0,150.693
16,75,3,4,0,150.246
16,75,3,4,0,151.998
16,75,3,4,0,149.543
16,75,3,4,0,152.174
16,75,3,4,1,145.996
16,75,3,4,0,151.181
16,75,3,4,0,156.24
16,75,3,4,0,153.601
16,75,3,4,0,155.94
16,75,3,4,0,151.088
16,75,3,4,0,148.828
16,75,3,4,0,154.621
16,75,3,4,0,151.873
16,75,3,4,0,151.412
16,75,3,4,0,151.073
16,75,3,4,0,161.194
16,75,3,4,0,172.307
16,75,3,4,0,160.627
16,75,3,4,0,157.151
16,75,3,4,0,153.853
16,75,3,4,0,153.757
16,75,3,4,0,151.229
16,75,3,4,1,150.814
16,75,3,4,0,151.921
16,75,3,4,1,147.143
16,75,3,4,0,152.151
16,75,3,4,0,167.098
16,75,3,4,0,188.279
16,75,3,4,0,153.659
16,75,3,4,0,152.199
16,75,3,4,0,150.53
16,75,3,4,0,154.183
16,75,3,4,0,151.657
16,75,3,4,0,151.825
16,75,3,4,0,149.152
16,75,3,4,0,152.132
16,75,3,4,0,148.684
16,75,3,4,0,156.373
16,75,3,4,0,148.625
16,75,3,4,0,147.287
16,75,3,4,0,158.164
16,75,3,4,1,142.618
16,75,3,4,0,145.423
16,75,3,4,0,156.181
16,75,3,4,0,146.448
16,75,3,4,0,149.022
16,47,3,3,0,138.606
16,47,3,3,0,137.966
16,47,3,3,0,137.926
16,47,3,3,0,140.428
16,47,3,3,0,134.871
16,47,3,3,1,132.974
16,47,3,3,0,136.102
16,47,3,3,0,137.133
16,47,3,3,1,133.153
16,47,3,3,0,138.198
16,47,3,3,0,139.376
16,47,3,3,0,140.355
16,47,3,3,0,140.186
16,47,3,3,0,140.6
16,47,3,3,0,136.729
16,47,3,3,0,138.271
16,47,3,3,0,136.793
16,47,3,3,0,163.32
16,47,3,3,0,167.641
16,47,3,3,0,139.589
16,47,3,3,0,139.819
16,47,3,3,0,142.53
16,47,3,3,0,143.849
16,47,3,3,0,137.284
16,47,3,3,0,144.313
16,47,3,3,0,137.779
16,47,3,3,0,145.34
16,47,3,3,0,137.236
16,47,3,3,0,139.431
16,47,3,3,0,136.569
16,47,3,3,1,137.13
16,47,3,3,0,142.929
16,47,3,3,0,140.6
16,47,3,3,0,139.337
16,47,3,3,0,148.539
16,47,3,3,0,138.259
16,47,3,3,0,136.984
16,47,3,3,0,137.369
16,47,3,3,0,137.102
16,47,3,3,0,137.341
16,47,3,3,0,137.594
16,47,3,3,0,137.446
16,47,3,3,0,139.822
16,47,3,3,0,150.706
16,47,3,3,0,139.978
16,47,3,3,0,141.951
16,47,3,3,0,139.906
16,47,3,3,0,139.35
16,47,3,3,0,141.427
16,47,3,3,0,138.987
16,47,3,3,0,139.525
16,47,3,3,1,135.318
16,47,3,3,0,139.417
16,47,3,3,0,151.208
16,47,3,3,0,139.361
16,47,3,3,0,140.449
16,47,3,3,0,141.525
16,47,3,3,0,164.541
16,47,3,3,0,140.034
16,47,3,3,0,140.573
16,47,3,3,0,142.845
16,47,3,3,0,139.504
16,47,3,3,0,138.044
16,47,3,3,0,138.687
16,47,3,3,0,137.582
16,47,3,3,0,138.918
16,47,3,3,0,139.36
16,47,3,3,0,140.07
16,47,3,3,0,148.705
16,47,3,3,0,143.657
16,47,3,3,0,142.843
16,47,3,3,0,137.372
16,47,3,3,1,134.414
16,47,3,3,0,140.648
16,47,3,3,0,142.492
16,47,3,3,0,137.737
16,47,3,3,0,142.831
16,47,3,3,0,142.303
16,47,3,3,0,136.956
16,47,3,3,0,138.304
16,47,3,3,0,137.44
16,47,3,3,0,140.664
16,47,3,3,0,139.509
16,47,3,3,1,138.386
16,47,3,3,0,159.146
16,47,3,3,0,139.285
16,47,3,3,0,142.221
16,47,3,3,0,139.758
16,47,3,3,0,138.597
16,47,3,3,0,136.975
16,47,3,3,1,135.478
16,47,3,3,0,137.864
16,47,3,3,0,139.375
16,47,3,3,0,138.668
16,47,3,3,0,140.557
16,47,3,3,0,145.098
16,47,3,3,0,136.069
16,47,3,3,0,138.442
16,47,3,3,0,137.423
16,47,3,3,1,134.512
16,84,2,5,0,152.129
16,84,2,5,0,151.004
16,84,2,5,0,151.635
16,84,2,5,0,162.771
16,84,2,5,0,161.466
16,84,2,5,0,148.767
16,84,2,5,0,150.146
16,84,2,5,1,144.99
16,84,2,5,0,151.82
16,84,2,5,0,156.88
16,84,2,5,0,149.338
16,84,2,5,0,149.308
16,84,2,5,1,144.704
16,84,2,5,0,156.989
16,84,2,5,0,149.02
16,84,2,5,0,149.602
16,84,2,5,0,151.98
16,84,2,5,0,150.984
16,84,2,5,0,150.652
16,84,2,5,0,150.517
16,84,2,5,0,146.933
16,84,2,5,0,145.725
16,84,2,5,0,151.821
16,84,2,5,1,147.506
16,84,2,5,0,147.24
16,84,2,5,0,149.098
16,84,2,5,1,144.51
16,84,2,5,0,146.811
16,84,2,5,0,148.629
16,84,2,5,0,149.214
16,84,2,5,0,149.858
16,84,2,5,0,150.363
16,84,2,5,0,148.53
16,84,2,5,0,150.042
16,84,2,5,0,147.837
16,84,2,5,0,146.042
16,84,2,5,0,145.47
16,84,2,5,0,149.318
16,84,2,5,1,142.74
16,84,2,5,0,150.149
16,84,2,5,0,150.362
16,84,2,5,0,150.345
16,84,2,5,0,150.101
16,84,2,5,0,149.114
16,84,2,5,0,155.028
16,84,2,5,0,149.107
16,84,2,5,0,149.599
16,84,2,5,0,149.875
16,84,2,5,0,151.636
16,84,2,5,0,150.683
16,84,2,5,0,151.632
16,84,2,5,0,153.481
16,84,2,5,0,148.636
16,84,2,5,0,147.365
16,84,2,5,0,154.147
16,84,2,5,0,150.675
16,84,2,5,0,149.761
16,84,2,5,0,150.074
16,84,2,5,0,152.118
16,84,2,5,0,150.551
16,84,2,5,0,149.193
16,84,2,5,0,148.353
16,84,2,5,0,150.101
16,84,2,5,0,148.785
16,84,2,5,0,170.819
16,84,2,5,0,164.705
16,84,2,5,0,178.893
16,84,2,5,0,149.148
16,84,2,5,0,153.283
16,84,2,5,0,151.301
16,84,2,5,0,147.323
16,84,2,5,0,148.323
16,84,2,5,0,151.499
16,84,2,5,0,163.782
16,84,2,5,0,150.056
16,84,2,5,0,158.919
16,84,2,5,0,148.803
16,84,2,5,0,145.183
16,84,2,5,0,149.864
16,84,2,5,0,152.202
16,84,2,5,0,147.716
16,84,2,5,0,150.628
16,84,2,5,0,146.382
16,84,2,5,0,149.567
16,84,2,5,0,148.294
16,84,2,5,0,148.557
16,84,2,5,0,155.046
16,84,2,5,0,148.065
16,84,2,5,0,155.277
16,84,2,5,0,150.469
16,84,2,5,1,146.374
16,84,2,5,0,149.83
16,84,2,5,0,149.602
16,84,2,5,0,162.166
16,84,2,5,0,147.326
16,84,2,5,0,166.8
16,84,2,5,0,150.909
16,84,2,5,0,166.121
16,84,2,5,0,151.423
16,84,2,5,0,161.165
16,164,6,6,1,194.717
16,164,6,6,0,199.582
16,164,6,6,0,206.178
16,164,6,6,0,205.887
16,164,6,6,0,207.525
16,164,6,6,0,210.92
16,164,6,6,0,201.955
16,164,6,6,0,214.821
16,164,6,6,0,209.507
16,164,6,6,0,203.572
16,164,6,6,0,196.468
16,164,6,6,0,209.574
16,164,6,6,0,201.254
16,164,6,6,0,205.391
16,164,6,6,0,193.609
16,164,6,6,0,202.086
16,164,6,6,0,200.61
16,164,6,6,1,194.011
16,164,6,6,1,196.888
16,164,6,6,1,195.565
16,164,6,6,0,203.25
16,164,6,6,0,204.514
16,164,6,6,0,197.74
16,164,6,6,0,197.365
16,164,6,6,0,205.218
16,164,6,6,0,204.82
16,164,6,6,0,208.626
16,164,6,6,0,203.329
16,164,6,6,0,222.899
16,164,6,6,0,202.349
16,164,6,6,0,201.913
16,164,6,6,0,206.221
16,164,6,6,0,198.453
16,164,6,6,0,204.271
16,164,6,6,0,196.614
16,164,6,6,0,198.417
16,164,6,6,0,198.163
16,164,6,6,0,198.264
16,164,6,6,0,200.705
16,164,6,6,1,195.827
16,164,6,6,0,204.823
16,164,6,6,0,202.45
16,164,6,6,0,199.982
16,164,6,6,0,201.343
16,164,6,6,0,199.267
16,164,6,6,0,198.022
16,164,6,6,0,194.815
16,164,6,6,1,194.179
16,164,6,6,0,196.631
16,164,6,6,0,193.466
16,164,6,6,0,196.952
16,164,6,6,0,205.208
16,164,6,6,0,202.781
16,164,6,6,0,205.897
16,164,6,6,0,205.749
16,164,6,6,0,203.453
16,164,6,6,0,201.214
16,164,6,6,0,196.238
16,164,6,6,0,207.685
16,164,6,6,0,199.769
16,164,6,6,0,198.882
16,164,6,6,0,199.309
16,164,6,6,0,195.671
16,164,6,6,0,196.575
16,164,6,6,0,195.651
16,164,6,6,0,198.564
16,164,6,6,0,199.316
16,164,6,6,0,196.382
16,164,6,6,0,195.706
16,164,6,6,0,195.363
16,164,6,6,0,197.368
16,164,6,6,0,199.059
16,164,6,6,0,193.288
16,164,6,6,1,190.835
16,164,6,6,1,188.987
16,164,6,6,0,196.403
16,164,6,6,0,197.585
16,164,6,6,0,197.094
16,164,6,6,1,192.067
16,164,6,6,1,191.561
16,164,6,6,0,198.381
16,164,6,6,0,194.658
16,164,6,6,0,196.897
16,164,6,6,0,196.55
16,164,6,6,0,195.006
16,164,6,6,0,197.005
16,164,6,6,0,196.285
16,164,6,6,0,195.139
